Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Abundances (Scaled): F1: Sample	Abundances (Scaled): F2: Sample	Abundances (Scaled): F3: Sample	Abundances (Scaled): F4: Sample	Abundances (Scaled): F5: Sample	Abundances (Scaled): F6: Sample	Abundances (Scaled): F7: Sample	Abundances (Scaled): F8: Sample	Abundances (Scaled): F9: Sample	Abundances (Scaled): F10: Sample	Abundances (Scaled): F11: Sample	Abundances (Scaled): F12: Sample	Abundance: F1: Sample	Abundance: F2: Sample	Abundance: F3: Sample	Abundance: F4: Sample	Abundance: F5: Sample	Abundance: F6: Sample	Abundance: F7: Sample	Abundance: F8: Sample	Abundance: F9: Sample	Abundance: F10: Sample	Abundance: F11: Sample	Abundance: F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	Medium	Master Protein	P35232	Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1	0.021	2.19	4	1	3	1	272	29.8	5.76	2.08	1	69.2	80.5	118.8	96.9	127.2	55.3	75.9	122.6	66.8	125.8	142.6	118.5	593676.75	690824.5625	1019358	831592.6875	1092009.375	474839.3438	651705.0625	1052120.375	573663.3125	1079907.75	1223781.625	1017289.625	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9Y3C6	Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1	0.021	2.188	6	1	1	1	166	18.2	7.99	0	1	140.2	141.8	109.3	155.2	141.6	149.1	96.6	96.3	88		81.8		1455104.5	1472049.5	1134991.625	1611658.875	1469825.5	1548304.875	1003267.75	999909.1875	913589.625		848803.875		Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q99816	Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2	0.021	2.187	3	1	1	1	390	43.9	6.46	0	1											896.6	303.4											733746.375	248273.5156	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Peak Found	1	
FALSE	Medium	Master Protein	Q0ZGT2	Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1	0.021	2.185	1	1	4	1	675	80.6	5.33	0	1	46.2	288.5	602.3	52.1		27.7	12		45.4	22.1	103.5		210370.4023	1312380.313	2739630.063	237097.3594		126141.1367	54638.62109		206622.375	100501.7461	470973.8281		Peak Found	High	High	Peak Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q5T5Y3	Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens OX=9606 GN=CAMSAP1 PE=1 SV=2	0.021	2.176	1	1	1	1	1602	177.9	6.73	0	1																									Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9H4D5	Nuclear RNA export factor 3 OS=Homo sapiens OX=9606 GN=NXF3 PE=1 SV=1	0.021	2.168	2	1	8	1	531	60.1	6.76	0	1	116.9	117.1	103.1	98.8	116.2	83.7	109.9	95.9	97	86.3	101.6	73.5	1202227.625	1204931.625	1060864.375	1015923.125	1195059.25	861247.6875	1130821.875	986690.75	997878.3125	888139.9375	1044705.125	756251.0625	Peak Found	High	High	High	Peak Found	High	Peak Found	High	High	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	A0A075B6I1	Immunoglobulin lambda variable 4-60 OS=Homo sapiens OX=9606 GN=IGLV4-60 PE=3 SV=1	0.021	2.157	8	1	6	1	120	13	6.25	11.68	1	67.6	421.9	501.4				23.8	7.4	162.4	15.6			1582611.375	9883085	11744215				557512.5	173391.6094	3803796.5	365191.2813			High	High	High	Not Found	Not Found	Not Found	High	High	High	Peak Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9GZT3	SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1	0.021	2.155	9	1	4	1	109	12.3	10.24	7.97	1	92.3	82.3	94.9	109.5	141.2	94.1	54.6	103.5	69.8	118.4	154.9	84.4	1086115.625	968743.9375	1116182.75	1288380.875	1661037	1106668	642816.125	1218207.375	821493.875	1393112.5	1822110	993240.9375	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	1	
FALSE	Medium	Master Protein	O95905	Protein ecdysoneless homolog OS=Homo sapiens OX=9606 GN=ECD PE=1 SV=1	0.021	2.153	1	1	2	1	644	72.7	4.87	1.63	1	93.2	111.3	148.2	90.9	98.6	98.4	80.9	112.8	93.7	96.5	99.2	76.5	1873836.75	2239145.25	2981794.25	1827736.875	1982706.125	1978724.25	1626413.25	2269481.5	1884756.75	1941167.125	1994597	1538927.25	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	Q9Y5B9	FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	0.021	2.151	2	1	1	1	1047	119.8	5.66	3.14	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q86U38	Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1	0.021	2.147	1	1	2	1	636	69.4	7.28	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	1	
FALSE	Medium	Master Protein	O94964	Protein SOGA1 OS=Homo sapiens OX=9606 GN=SOGA1 PE=1 SV=2	0.021	2.126	1	1	2	1	1423	159.7	6.46	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	1	
FALSE	Medium	Master Protein	Q99959	Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2	0.021	2.126	2	1	2	1	881	97.4	9.33	5.07	1										340.1	529.4	330.5										959390.375	1493248.625	932353.5	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Peak Found	1	
FALSE	Medium	Master Protein	Q05315	Galectin-10 OS=Homo sapiens OX=9606 GN=CLC PE=1 SV=3	0.021	2.116	6	1	1	1	142	16.4	7.37	1.7	1																									Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q96RQ3	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC1 PE=1 SV=3	0.022	2.105	1	1	11	1	725	80.4	7.78	10	1	93	131.3	139.2	100.9	108.4	92.2	81.2	72.4	100.3	91.4	104.1	85.7	1807074.75	2551241.25	2705092.5	1959916.625	2105755.5	1791778.875	1577976.25	1407446.625	1948426.75	1776786.125	2021991.125	1664769.5	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	O75691	Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3	0.022	2.103	1	1	3	1	2785	318.2	7.39	6.01	1																									Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P23258	Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2	0.023	2.085	2	1	3	1	451	51.1	6.14	6.97	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	High	1	
FALSE	Medium	Master Protein	Q8IZQ1	WD repeat and FYVE domain-containing protein 3 OS=Homo sapiens OX=9606 GN=WDFY3 PE=1 SV=2	0.023	2.072	0	1	11	1	3526	395	6.76	24.16	1	135.3	97.4	97.6	127.8	109.5	88.8	78.8	101.5	91	56.9	101.7	113.8	2845470	2047929.625	2053586.625	2687006.5	2303463.75	1866849.25	1658003	2134928	1913756.875	1196044.125	2137920.75	2392290.5	High	High	High	Peak Found	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Q9C037	E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens OX=9606 GN=TRIM4 PE=1 SV=2	0.023	2.058	2	1	3	1	500	57.4	8.1	7.09	1	67.2	90.1	104.4	141.9	126.5	94.5	59.3	84.2	58	130.1	157.2	86.6	3113249.75	4175121.5	4841388.5	6578204	5863119.5	4382630	2748657.25	3904782	2687234.5	6030825.5	7289413.5	4012327	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	Q9P0L0	Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3	0.023	2.052	6	1	2	1	249	27.9	8.62	2.35	1	118.9	100.4		120.5	173.7	120.4		76.8	103.6	107.9	163.8	113.9	1208984.25	1020885.125		1225452.875	1765674.625	1224048.875		781225	1052903.875	1097095.875	1664760.875	1157821	High	Peak Found	Not Found	High	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	P0DMU7	Cancer/testis antigen family 45 member A6 OS=Homo sapiens OX=9606 GN=CT45A6 PE=2 SV=1	0.023	2.051	5	1	2	1	189	21.2	9.69	3.56	1				158	156.7	174.6				187.5	296.7	226.4				886908.75	879402.875	979950.5625				1052232.5	1665168.5	1270475.625	Not Found	Not Found	Not Found	Peak Found	Peak Found	High	Not Found	Not Found	Not Found	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	P54132	RecQ-like DNA helicase BLM OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1	0.023	2.049	1	1	1	1	1417	158.9	7.49	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q14145	Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2	0.023	2.045	1	1	1	1	624	69.6	6.44	1.75	1																									Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q92614	Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3	0.023	2.042	0	1	1	1	2054	233	6.3	1.65	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	Medium	Master Protein	Q96NY9	Crossover junction endonuclease MUS81 OS=Homo sapiens OX=9606 GN=MUS81 PE=1 SV=3	0.024	2.025	3	1	1	1	551	61.1	9.73	2.29	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	Medium	Master Protein	Q9Y4W6	AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2	0.024	2.015	1	1	1	1	797	88.5	8.66	0	1	157.8	120.6	118.2	149.3	209.2	110.1		154.4	68.6	111.7			2642813	2020061.375	1978774.5	2500484	3502522.25	1843671.25		2584515	1149006.875	1871136.625			Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	High	Not Found	Not Found	1	
FALSE	Medium	Master Protein	O15258	Protein RER1 OS=Homo sapiens OX=9606 GN=RER1 PE=1 SV=1	0.024	2.015	5	1	2	1	196	22.9	9.54	0	1		145.1	178.7	81	135.6		88.9	164.6	135.4	183.7	87.1			579860.75	714246.8125	323939.5	541876.1875		355210.875	657914.125	541024.9375	734304.875	348223.25		Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	High	Peak Found	High	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	P49454	Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3	0.024	2.013	0	1	2	1	3114	357.3	5.1	0	1	85.7	101.4	121.5	78.1	92.7	59.2	93.8	129.4	81.6	118	137.1	101.5	4929076	5835739.5	6992092	4490767.5	5334293.5	3404832	5398009.5	7443085	4692897.5	6790809	7888386.5	5837787.5	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	P49639	Homeobox protein Hox-A1 OS=Homo sapiens OX=9606 GN=HOXA1 PE=1 SV=2	0.024	2.008	4	1	1	1	335	36.6	8.05	1.95	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9GZL7	Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2	0.024	2.008	5	1	2	1	423	47.7	5.9	4.61	1																									Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P11309	Serine/threonine-protein kinase pim-1 OS=Homo sapiens OX=9606 GN=PIM1 PE=1 SV=4	0.024	2.003	3	1	7	1	313	35.7	6.11	4.16	1	122.5	123.7	137.6	108.6	90.1	103.1	77.3	103.5	86.8	77.3	84.9	84.7	2201719.25	2222496.25	2473774.5	1951764.125	1619020.75	1853825	1389072.625	1859962.625	1559754.875	1389791.375	1525137.875	1522487	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9Y2C4	Nuclease EXOG, mitochondrial OS=Homo sapiens OX=9606 GN=EXOG PE=1 SV=2	0.025	1.993	3	1	1	1	368	41.1	8.27	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	Medium	Master Protein	Q9UNX4	WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1	0.025	1.991	1	1	1	1	943	106	6.64	1.78	1																									Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	O60232	Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1	0.025	1.99	4	1	2	1	199	21.5	5.24	3.6	1																									High	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9H694	Protein bicaudal C homolog 1 OS=Homo sapiens OX=9606 GN=BICC1 PE=1 SV=2	0.025	1.988	1	1	1	1	974	104.8	8.54	0	1		36		115.3	143.9	195.7	37.7	26		203	242.3	200.1		674292.375		2160266	2696781.25	3666623	705792.125	487280.0938		3803425.25	4539692	3748029.25	Not Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	P48163	NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1 PE=1 SV=1	0.025	1.987	2	1	1	1	572	64.1	6.13	0	1																									Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	O15061	Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=3	0.025	1.986	1	1	1	1	1565	172.8	5.15	1.68	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q5JTH9	RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2	0.025	1.98	1	1	1	1	1297	143.6	8.75	2.8	1	136.2			167.9	191.1	86.1	78.4	79.1	70	142	124	125.2	828839.3125			1021287.875	1162723.25	523782.8125	476673.0625	481146.3438	426147.3125	863805.1875	754152.9375	761632.0625	Peak Found	Not Found	Not Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q96RF0	Sorting nexin-18 OS=Homo sapiens OX=9606 GN=SNX18 PE=1 SV=2	0.025	1.969	3	1	1	1	628	68.9	5.68	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	Medium	Master Protein	P16219	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1	0.025	1.966	3	1	2	1	412	44.3	7.99	1.89	1																									Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9H074	Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1	0.025	1.964	3	1	3	1	479	53.5	4.81	7.97	1																									Not Found	Not Found	Not Found	High	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	0.026	1.963	8	1	2	1	172	20.8	8.48	0	1	361.8							238.5			385.3	214.4	1019000.25							671896.3125			1085252	604072.375	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	Not Found	High	High	Peak Found	1	
FALSE	Medium	Master Protein	P45880	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	0.026	1.958	3	1	3	1	294	31.5	7.56	3.7	1			116.6		135.8	106.6	106.9	116	98.2	179	212.1	128.9			570267.0625		664028.5	520999.6875	522808.2813	566897.0625	479834.8125	874850.875	1036782.938	630025.5625	Not Found	Not Found	Peak Found	Not Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	P48643	T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	0.026	1.953	2	1	1	1	541	59.6	5.66	1.62	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P42566	Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2	0.026	1.946	1	1	5	1	896	98.6	4.64	3.45	1	205.9	49.7		117.9	88.6	134.6	234.8	105.3	89.3	106.1		67.8	3083393.5	743985.1875		1766120.375	1327462.875	2016443.5	3516689	1576881.25	1337525.875	1589511.625		1016096.438	High	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Not Found	High	1	
FALSE	Medium	Master Protein	P14868	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2	0.027	1.94	4	1	1	1	501	57.1	6.55	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	Medium	Master Protein	Q9UGR2	Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZC3H7B PE=1 SV=2	0.027	1.936	1	1	1	1	977	109.8	7.25	0	1																									Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9HC21	Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens OX=9606 GN=SLC25A19 PE=1 SV=1	0.027	1.936	3	1	1	1	320	35.5	9.55	2	1																									Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P51571	Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1	0.027	1.933	6	1	1	1	173	19	6.15	1.92	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	Medium	Master Protein	Q9H3H9	Transcription elongation factor A protein-like 2 OS=Homo sapiens OX=9606 GN=TCEAL2 PE=2 SV=1	0.027	1.933	4	1	2	1	227	25.8	5.94	3.7	1		88	176.7	184.4	178	118.8		84.2		155.9	107.4	106.5		837258.375	1680740.25	1753825.875	1693281.5	1130012.5		800955.875		1483492.25	1022077.938	1013521.813	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	High	Not Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	Q8TF72	Protein Shroom3 OS=Homo sapiens OX=9606 GN=SHROOM3 PE=1 SV=2	0.028	1.92	1	1	3	1	1996	216.7	7.8	0	1	110.8	112.3	131.1	85.3	96.2	91.6	72.5	115.3	99.6	103	98	84.3	3669665	3718484	4338727	2823961	3183232.75	3033380.25	2400724	3816958.5	3298130.75	3409283	3244474	2789378.75	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	P63151	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R2A PE=1 SV=1	0.028	1.908	4	1	1	1	447	51.7	6.2	0	1																									Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q01082	Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2	0.028	1.906	0	1	2	1	2364	274.4	5.57	4.15	1	218.8	255.1	280.3						187.1			258.8	1653243.75	1927537.5	2118042.75						1413749.375			1955979.5	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9BYK8	Helicase with zinc finger domain 2 OS=Homo sapiens OX=9606 GN=HELZ2 PE=1 SV=6	0.028	1.906	1	1	2	1	2649	294.5	7.49	3.78	1	120.7	96.6	118.9	88.1	94.6	104.9	75.3	118.9	87.1	99	116.1	79.9	6640324	5314020.5	6543536.5	4848679	5203422	5772710	4142442.75	6540277	4790333	5450437.5	6390623	4397881.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	1	
FALSE	Medium	Master Protein	Q9BXY0	Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2	0.028	1.901	6	1	1	1	300	35.3	5.38	0	1																									Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P54277	PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1	0.028	1.901	2	1	1	1	932	105.8	6.67	2.75	1																									High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9NXH8	Torsin-4A OS=Homo sapiens OX=9606 GN=TOR4A PE=1 SV=2	0.03	1.89	3	1	2	1	423	46.9	9.94	3.69	1																									Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	1	
FALSE	Medium	Master Protein	Q5T0W9	Protein FAM83B OS=Homo sapiens OX=9606 GN=FAM83B PE=1 SV=1	0.034	1.875	1	1	3	1	1011	114.7	8.97	5.66	1	42.6	33.3	60.4	197	205.2	174.7	39.2	50.3	27.2	134.9	145.9	89.1	1241085	971784.9375	1758789.25	5739696	5980564.5	5091088.5	1142417.5	1466700.75	793810.25	3931909.75	4251405.5	2597544.25	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	A7E2V4	Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1	0.034	1.868	0	1	4	1	1837	197.2	6.8	0	1	170.1		236.8	189			105.2	179.4	179	140.4			711851.5		990942.1875	790939.875			440189.75	750414.0625	748965.875	587303.1875			Peak Found	Not Found	High	Peak Found	Not Found	Not Found	Peak Found	High	High	High	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q16394	Exostosin-1 OS=Homo sapiens OX=9606 GN=EXT1 PE=1 SV=2	0.034	1.866	1	1	1	1	746	86.2	9.04	2.27	1				157	199.6	109.9			152.1	166.6	275.4	139.2				655925.0625	833962.9375	459048.5313			635558.6875	696111	1150626.875	581564	Not Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	Q5T750	Skin-specific protein 32 OS=Homo sapiens OX=9606 GN=XP32 PE=1 SV=1	0.034	1.865	3	1	1	1	250	26.2	7.97	0	1		115.6	121.6	106.9	99	96.3	91.9	135.3	96.2	113	135.6	88.6		1757747.625	1847780.375	1624908.625	1504474.75	1463757.5	1397375.125	2057078.25	1461686.375	1717368.125	2060583.25	1347009.5	Not Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	A8CG34	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3	0.034	1.864	1	1	1	1	1229	125	10.37	2.05	1	31.2	101.1	126.4	129.6	183.7	21.6	18.2		119.5	67.8	237	163.9	74782.3125	242591.1875	303303.4688	310837.3125	440744.2813	51815.70703	43640.9375		286644.9375	162700.875	568697.125	393134.9063	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	O60306	RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4	0.034	1.863	1	1	1	1	1485	171.2	6.37	1.9	1	98.1	85.5	104.2	146.6	123.3	90.6	89.7	95.7	74.3	106.3	91.3	94.4	8199716.5	7147385.5	8713430	12256573	10314358	7574045	7502800.5	8005544	6216128	8888800	7633367	7894372.5	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
